SP;GD;NUM_BP;DROPPED_PAIRS;SEQS
Hieraaetus_morphnoides;0.0209979783237060;122;0;4
Hieraaetus_pennatus;0.00178442112366532;27;12;7
Hieraaetus_spilogaster;0.00188854089976185;28;0;6
Hieraaetus_weiskei;0.00314795383001049;3;0;2
Himantopus_himantopus;0;0;0;1
Himantopus_mexicanus;0.00349956255468067;4;0;2
Himantopus_novaezelandiae;0.00630011454753723;11;0;4
Himatione_sanguinea;0.00253485424588086;2;10;4
Hippolais_caligata;0.0262558250029799;343;0;6
Hippolais_icterina;0.00755058760992426;39;0;4
Hippolais_languida;0.000758437618505878;2;0;3
Hippolais_olivetorum;0.00262517867040051;14;8;5
Hippolais_opaca;0.00313538118466525;15;24;7
Hippolais_pallida;0.0196952006909120;1223;176;19
Hippolais_polyglotta;0.00611743644180630;16;6;4
Hippolais_rama;0.00229285381751906;28;12;7
Hirundapus_caudacutus;NaN;0;2;2
Hirundo_albigularis;0.00265248687759601;8;0;3
Hirundo_angolensis;0.0270270270270270;25;0;2
Hirundo_daurica;0.0251975536987674;149;0;4
Hirundo_dimidiata;0.0101119537739256;28;0;3
Hirundo_neoxena;0;0;4;3
Hirundo_nigrita;0.00274067242535952;8;0;3
Hirundo_rupestris;0.0293193717277487;28;0;2
Hirundo_rustica;0.00659610053118534;57952;512;130
Hirundo_semirufa;0.0532741398446171;48;0;2
Hirundo_smithii;0.00359582883854729;10;0;3
Histrionicus_histrionicus;NaN;0;2;2
Hodgsonius_phaenicuroides;0.0107737512242899;11;0;2
Hydrobates_pelagicus;0.00765601201115921;1258;190;24
Hydrochous_gigas;0.00875656742556918;10;4;3
Hydrophasianus_chirurgus;NaN;0;2;2
Hydropsalis_torquata;0.00768049155145929;5;0;2
Hylexetastes_perrotii;0;0;0;2
Hylia_prasina;0.00201715856310767;6;0;3
Hyliota_flavigaster;0;0;0;1
Hylocharis_cyanus;0;0;0;1
Hylocharis_xantusii;0.0216919739696312;10;0;2
Hylocichla_mustelina;0.0120421505480296;36;0;3
Hylopezus_auricularis;0;0;0;3
Hylopezus_berlepschi;0.0184145095462985;42;8;5
Hylopezus_fulviventris;0;0;4;3
Hylopezus_macularius;0.0252130389534892;448;0;10
Hylopezus_ochroleucus;0.00686498855835240;3;4;3
Hylophilus_ochraceiceps;0.0315980308165101;4487;0;17
Hylophylax_naevioides;0.00825833353191702;138;0;7
Hylophylax_naevius;0.0436363663561901;39334;0;43
Hylophylax_punctulatus;0;0;0;2
Hypargos_niveoguttatus;NaN;0;2;2
Hypergerus_atriceps;0.00788317760585260;22;0;3
Hypocnemis_cantator;0;0;0;1
Hypocnemis_hypoxantha;0.00539083557951483;2;0;2
Hypocnemis_ochrogyna;0.000733137829912024;1;12;5
Hypocnemis_peruviana;0;0;12;1
Hypocnemis_striata;0.0190464916784784;387;0;7
Hypocnemis_subflava;0;0;0;1
Hypocnemoides_maculicauda;0.0571142284569138;57;0;2
Hypoedaleus_guttatus;0.00100200400801603;1;0;2
Hypopyrrhus_pyrohypogaster;0;0;0;2
Hypothymis_azurea;0.00883567398762511;119;0;6
Hypothymis_coelestis;0.00813246654001438;16;0;3
Hypothymis_helenae;0.00994724312207030;46;0;4
Hypsipetes_leucocephalus;0.00266560214278356;414;0;17
Hypsipetes_mcclellandii;0.00289575289575290;3;0;2
Icteria_virens;0.0101831504681178;133;0;6
Icterus_abeillei;0.000810578432410789;126;0;19
Icterus_auricapillus;NaN;0;2;2
Icterus_bullockii;0.00290013918895907;26;0;5
Icterus_cayanensis;0.00822441015494392;998;0;16
Icterus_chrysater;0.00981461286804798;9;0;2
Icterus_cucullatus;0.0134529147982063;12;0;2
Icterus_dominicensis;0.00418785375975277;23;0;4
Icterus_galbula;0.00194183837406342;1007;0;34
Icterus_graceannae;0.00568828213879408;5;0;2
Icterus_graduacauda;0;0;0;2
Icterus_gularis;0.00507561779501979;14;0;3
Icterus_icterus;0.0433789954337900;38;0;2
Icterus_mesomelas;0.0196263136788843;105;0;4
Icterus_nigrogularis;0.0252873563218391;22;0;2
Icterus_pectoralis;NaN;0;2;2
Icterus_prosthemelas;0.000740011081696731;2;0;3
Icterus_pustulatus;0.00653594771241830;18;0;3
Icterus_spurius;0.00210989229295865;127;0;12
Ictinaetus_malayensis;0;0;4;3
Ictinia_mississippiensis;0;0;6;4
Ictinia_plumbea;0.00103673807542194;3;0;3
Ifrita_kowaldi;0.00591957986249117;25;0;4
Illadopsis_albipectus;0.00591324546785841;15;0;3
Illadopsis_cleaveri;0.0351802990325418;40;4;3
Illadopsis_fulvescens;0.00105708245243129;1;4;3
Illadopsis_puveli;0.0240241908601724;24;2;3
Illadopsis_pyrrhoptera;0.00644259317160487;35;0;4
Illadopsis_rufescens;0.00813008130081301;8;0;3
Illadopsis_rufipennis;0.0259218258637649;3930;0;18
Iodopleura_isabellae;NaN;0;2;2
Iole_indica;0.00891577774239771;560;0;11
Irediparra_gallinacea;NaN;0;2;2
Irena_cyanogastra;0.0312627623948379;316;0;7
Irena_puella;0.00652717093550831;284;4;14
Iridosornis_analis;0;0;0;2
Iridosornis_jelskii;0.00120918984280532;1;0;2
Iridosornis_porphyrocephalus;0.00441306266548985;5;0;2
Iridosornis_rufivertex;0.0169491525423729;12;0;2
Ithaginis_cruentus;0.0364997899432509;10597;54;28
Ixobrychus_cinnamomeus;0.00646942940154203;21;0;3
Ixobrychus_eurhythmus;0.00111982082866741;1;0;2
Ixobrychus_flavicollis;0.00372918177265674;12;0;3
Ixobrychus_minutus;0.00171637243539619;15;0;5
Ixobrychus_sinensis;0.00385995970700226;35;0;5
Ixos_amaurotis;0.00260362356894404;98;54;12
Jabiru_mycteria;0.00594648166501487;6;0;2
Jabouilleia_danjoui;NaN;0;2;2
Jacana_jacana;0.00427895961465570;14;6;4
Jacana_spinosa;0.0175131348511384;20;4;3
Junco_hyemalis;0.00608367078344969;11;12;5
Jynx_torquilla;0.0166495583052689;48;0;3
Kenopia_striata;0;0;0;2
Ketupa_blakistoni;0.00946463151961591;3345;14;8
Ketupa_flavipes;0.0760157273918742;58;4;3
Ketupa_ketupu;0.0826128722382325;86;4;3
Ketupa_zeylonensis;NaN;0;2;2
Lagonosticta_senegala;0.0746753246753247;69;0;2
Lagopus_lagopus;0.00169559314382569;78;56;16
Lagopus_muta;0.00105586548526457;951;262;46
Lalage_leucomela;0.00300601202404810;3;0;2
Lalage_nigra;0.0206752286437050;850;0;9
Lampornis_amethystinus;0.00843706499870464;39862;3648;164
Lampornis_calolaemus;0.00379630326016496;26;8;5
Lampornis_castaneoventris;0.00315605124896304;36;0;5
Lampornis_clemenciae;NaN;0;2;2
Lampornis_hemileucus;0.00292397660818713;10;0;3
Lampornis_sybillae;0.00175284837861525;6;6;4
Lampornis_viridipallens;NaN;0;2;2
Lamprolaima_rhami;0;0;4;3
Lamprolia_victoriae;0.0261881668283220;27;0;2
Lampropsar_tanagrinus;0.00112994350282486;1;0;2
Laniarius_aethiopicus;0;0;0;1
Laniarius_luehderi;0.0101694915254237;3;4;3
Laniisoma_elegans;0.0231532966074803;60;6;4
Lanio_aurantius;0.00292013488644090;10;0;3
Lanio_leucothorax;0.000877192982456140;1;0;2
Lanio_versicolor;0;0;0;2
Lanius_bucephalus;0.0157034442498541;269;0;6
Lanius_collaris;0.0508182767392981;387;0;5
Lanius_collurio;0.0154962375627875;363;0;7
Lanius_cristatus;0.0118213660245184;135;0;5
Lanius_excubitor;0.0229781612384484;8481;42;32
Lanius_isabellinus;0.0222981441102895;432;0;7
Lanius_ludovicianus;0.00349300357992327;193;88;15
Lanius_meridionalis;0.0369246659933837;75019;2160;87
Lanius_minor;0.00549204767201023;32;0;4
Lanius_nubicus;0.00199203187250996;2;0;2
Lanius_schach;0.00549594353885072;269;0;10
Lanius_senator;0.00354422110112711;22;0;4
Lanius_sphenocercus;0.0128180231635729;118;0;5
Lanius_tephronotus;0.0228703578966276;152;0;4
Lanius_tigrinus;0.00437828371278459;5;0;2
Larus_argentatus;0.00514147918997046;10538;746;72
Larus_armenicus;NaN;0;2;2
Larus_atricilla;0.00292705943520924;10;6;4
Larus_audouinii;0.00378235378235378;10;12;5
Larus_belcheri;NaN;0;2;2
Larus_brunnicephalus;NaN;0;2;2
Larus_bulleri;NaN;0;2;2
Larus_cachinnans;0.00588615229931005;1415;542;34
Larus_californicus;0.00131348511383538;9;8;5
Larus_canus;0.00469297677911400;838;38;20
Larus_cirrocephalus;0.0429447852760736;49;4;3
Larus_crassirostris;0.000750562922191644;6;16;6
Larus_delawarensis;0.00142993326978074;3;8;4
Larus_dominicanus;0.00349432690631718;842;84;23
Larus_fuscus;0.00419195573817782;723;228;25
Larus_genei;0;0;4;3
Larus_glaucescens;0.00239715986084586;10;30;8
Larus_glaucoides;0.00168734505424523;5;12;5
Larus_hartlaubii;NaN;0;2;2
Larus_heermanni;0.000823820133042244;34926;574;288
Larus_hemprichii;NaN;0;2;2
Larus_hyperboreus;0.00556759018233587;1466;48;25
Larus_ichthyaetus;NaN;0;2;2
Larus_maculipennis;NaN;0;2;2
Larus_marinus;0.00371928421130946;384;180;21
Larus_melanocephalus;0.00240153698366955;5;8;4
Larus_michahellis;0.00214961634431056;252;60;17
Larus_minutus;0.00616130012615579;16;6;4
Larus_modestus;0;0;4;3
Larus_novaehollandiae;0.00574712643678161;6;4;3
Larus_occidentalis;0.000375281461095822;18;98;14
Larus_pacificus;NaN;0;2;2
Larus_philadelphia;NaN;0;2;2
Larus_pipixcan;0.00468658465143527;16;6;4
Larus_relictus;0.00217764333351023;7;6;4
Larus_ridibundus;0.00795556603349948;25;6;4
Larus_saundersi;0.00262697022767075;3;4;3
Larus_schistisagus;0.000820928196147110;15;24;8
Larus_scopulinus;0;0;24;1
Larus_serranus;NaN;0;2;2
Larus_thayeri;0.00150112584438329;36;48;10
Lathrotriccus_euleri;0.00437828371278459;5;0;2
Latoucheornis_siemsseni;0.00384615384615385;4;10;4
Leiothrix_argentauris;0.00590984122733065;64;8;6
Leipoa_ocellata;0.00125244482587261;10;0;5
Lepidocolaptes_affinis;0.00626141935823040;5991;0;45
Lepidocolaptes_albolineatus;0.00679501698754247;6;4;3
Lepidocolaptes_angustirostris;0.00254423494057488;68;138;15
Lepidocolaptes_lacrymiger;0;0;14;8
Lepidocolaptes_leucogaster;0.00431154961779734;22;0;4
Lepidocolaptes_souleyetii;0.0176123984519679;565;18;10
Lepidocolaptes_squamatus;NaN;0;2;2
Lepidothrix_coronata;0.0319570454587953;134995;11936;154
Lepidothrix_iris;0.00768609084250035;5644;318;43
Lepidothrix_nattereri;0.00531966121761344;12755;560;74
Lepidothrix_serena;0;0;6;4
Lepidothrix_vilasboasi;0.00333150784958014;219;0;12
Leptasthenura_aegithaloides;0;0;0;2
Leptopoecile_elegans;0;0;0;2
Leptopoecile_sophiae;0.00482898075405782;25;0;4
Leptopogon_amaurocephalus;0.00309075257390240;559;0;20
Leptoptilos_crumeniferus;0.0288844621513944;29;0;2
Leptotila_cassini;0.000957854406130268;1;0;2
Leptotila_megalura;0;0;0;2
Leptotila_rufaxilla;0.0555555555555556;58;0;2
Leptotila_verreauxi;0.0254202450974593;554;0;7
Lerwa_lerwa;NaN;0;2;2
Leucophaeus_scoresbii;0;0;4;3
Leucopternis_albicollis;0.0184952611730714;2513;0;17
Leucopternis_kuhli;0.00469281142057643;72;0;6
Leucopternis_lacernulatus;0.00197238658777120;2;0;2
Leucopternis_melanops;0.0148457895836048;429;0;8
Leucopternis_occidentalis;0;0;0;6
Leucopternis_plumbeus;0.00132145588434326;4;0;3
Leucopternis_polionotus;0.00131752305665349;4;0;3
Leucopternis_princeps;0;0;0;3
Leucopternis_schistaceus;0.0197054613761753;100;0;4
Leucopternis_semiplumbeus;0.00194251652718516;12;0;4
Leucosarcia_melanoleuca;0.00297029702970297;3;0;2
Leucosticte_arctoa;0.0173160173160173;16;0;2
Leucosticte_brandti;0.000806126561870214;2;0;3
Leucosticte_nemoricola;0.0425940155575256;115;0;3
Leucosticte_tephrocotis;0.00129871464784673;970;0;40
Lewinia_mirifica;0;0;0;3
Lewinia_muelleri;0.000561167227833895;14;0;8
Lewinia_pectoralis;0.00221788611063029;89;40;12
Lichenostomus_leucotis;0.0146124146124146;246;0;2
Lichenostomus_penicillatus;0.0203669615818538;343;4;3
Lichmera_indistincta;NaN;0;2;2
Limicola_falcinellus;0;0;0;2
Limnodromus_scolopaceus;0.139610389610390;129;0;2
Limnothlypis_swainsonii;0.00175438596491228;2;0;2
Limosa_fedoa;0;0;0;2
Limosa_haemastica;0.00287976961843053;8;0;3
Limosa_lapponica;0.00196270853778214;6;6;4
Limosa_limosa;0.0203334801501137;62;14;5
Liocichla_omeiensis;0.00794109647009978;20;2;4
Liocichla_phoenicea;0.0170709373413738;205;28;9
Liocichla_steerii;0.00345187597838711;30;58;10
Lioptilus_nigricapillus;0;0;0;2
Liosceles_thoracicus;NaN;0;2;2
Lipaugus_fuscocinereus;0;0;4;3
Lipaugus_unirufus;0;0;0;2
Lipaugus_vociferans;0.00308166409861325;2;0;2
Lochmias_nematura;0.0371138189533601;112;0;3
Locustella_certhiola;0.0128304845919062;116;0;5
Locustella_fasciolata;0.0516898608349901;52;0;2
Locustella_fluviatilis;0.00322279883049918;10;0;3
Locustella_lanceolata;0.00343389171579746;38;0;5
Locustella_luscinioides;0.0159231192041283;83;0;4
Locustella_ochotensis;0.0215130767705603;1578;0;12
Locustella_pleskei;0.0160395686906181;2210;0;17
Lonchura_bicolor;0.0228628567554742;62;0;3
Lonchura_caniceps;0.000336807659352351;204;0;9
Lonchura_castaneothorax;0.00541686206499241;107160;98;50
Lonchura_cucullata;0.00108225108225108;1;0;2
Lonchura_flaviprymna;0.00215590311163110;1632;0;10
Lonchura_forbesi;0.00221269814722475;1675;0;10
Lonchura_grandis;0.00541419958071171;17305;0;20
Lonchura_hunsteini;0.000285296028257422;216;0;10
Lonchura_leucosticta;0;0;0;1
Lonchura_malabarica;NaN;0;2;2
Lonchura_malacca;0.00832974122447807;16;6;4
Lonchura_melaena;0.00377912445280256;5785;0;14
Lonchura_nevermanni;0.00216630009249916;1640;0;10
Lonchura_nigerrima;0.000381713005815627;289;0;10
Lonchura_spectabilis;0.000976417769675823;3121;0;20
Lonchura_striata;0.0181599971843874;53;0;3
Lonchura_stygia;0.000392243183497775;297;0;10
Lophaetus_occipitalis;0.00194647201946472;4;6;4
Lopholaimus_antarcticus;0.00748337028824834;20;0;3
Lophonetta_specularioides;0;0;0;2
Lophophorus_lhuysii;0.00176211453744493;6;0;3
Lophophorus_sclateri;0.00704845814977974;8;0;2
Lophorina_superba;0.0177471127049409;12599;0;40
Lophornis_magnificus;0;0;0;1
Lophostrix_cristata;NaN;0;2;2
Lophotriorchis_kienerii;0.00403225806451613;8;8;4
Lophura_erythrophthalma;NaN;0;2;2
Lophura_hatinhensis;0.000896057347670251;1;0;2
Lophura_ignita;0.0114576134926132;43;12;5
Lophura_nycthemera;0.0136177392276601;133935;270;137
Loriculus_galgulus;0.0359026144156137;108;2;4
Loriculus_pusillus;0.00992282249173098;9;0;2
Loxia_curvirostra;0.00800120461372327;616;0;13
Loxia_leucoptera;0.0127772597124611;80;0;4
Loxigilla_barbadensis;0.00148643626904496;4;0;3
Loxigilla_noctis;0.00892907292827961;1675;0;21
Loxigilla_portoricensis;0;0;0;3
Loxigilla_violacea;0.00575966773776052;12;0;3
Loxioides_bailleui;NaN;0;6;3
Loxops_caeruleirostris;0;0;16;5
Loxops_coccineus;0.00108499095840868;6;42;8
Lugensa_brevirostris;0.000875656742556918;1;0;2
Lurocalis_semitorquatus;0;0;0;1
Luscinia_brunnea;0.00265702307171501;294;0;15
Luscinia_calliope;0.00969089563457768;225155;0;209
Luscinia_cyane;0.0153604415216340;230;0;6
Luscinia_luscinia;0.00307640608849297;17;0;4
Luscinia_pectardens;0.0370775918955837;769;0;7
Luscinia_pectoralis;0.000659272658035035;24;0;9
Luscinia_sibilans;0.00298210735586481;3;0;2
Luscinia_svecica;0.00306945760800802;11352;4556;151
Lymnocryptes_minimus;NaN;0;2;2
Machaerirhynchus_flaviventer;0.0514705882352941;28;0;2
Machaeropterus_pyrocephalus;0.00747229240953708;17;0;4
Machaeropterus_regulus;0;0;0;1
Mackenziaena_severa;0.00200400801603206;2;0;2
Macroagelaius_imthurni;0;0;0;2
Macrocephalon_maleo;0.00231213872832370;2;0;2
Macronectes_giganteus;0.00780882647801453;620;0;15
Macronectes_halli;0.00357565011820331;121;0;10
Macronous_bornensis;0;0;0;1
Macronous_gularis;0.0843075014594279;556;8;5
Macronous_ptilosus;0.000877192982456140;1;0;2
Macronous_striaticeps;0.0556464811783961;34;0;2
Macropygia_phasianella;0;0;4;3
Madanga_ruficollis;NaN;0;2;2
Malacocincla_abbotti;0.0296520037437250;69;0;3
Malacocincla_malaccensis;0.0308593306914625;52275;2900;79
Malacocincla_sepiaria;0;0;0;2
Malacopteron_affine;0.000961538461538462;1;0;2
Malacopteron_albogulare;0.0490797546012270;56;0;2
Malacopteron_cinereum;0.0569176882661997;65;4;3
Malacopteron_magnirostre;0.0582010582010582;66;0;2
Malacopteron_magnum;0.0114537444933921;13;0;2
Malacoptila_fulvogularis;0.0125236675265565;334;0;8
Malacoptila_fusca;0.0182294283295385;5485;0;26
Malacoptila_rufa;0.0329106682883226;127323;0;95
Malacoptila_semicincta;0.00293341692928691;837;0;25
Malacoptila_striata;0.00367222066008647;10;0;3
Malacorhynchus_membranaceus;NaN;0;2;2
Malia_grata;NaN;0;2;2
Malurus_lamberti;NaN;0;2;2
Malurus_melanocephalus;0;0;2;1
Manacus_manacus;0.00100200400801603;1;4;3
Mandingoa_nitidula;0.0482603815937149;43;0;2
Manorina_melanocephala;0.00207468879668050;1;10;4
Manucodia_ater;0.0225921521997622;19;0;2
Manucodia_chalybatus;0.0203106332138590;17;0;2
Manucodia_keraudrenii;0.0309155766944114;26;0;2
Margarops_fuscus;0.0150243110099227;60;0;4
Margarornis_squamiger;0.00501002004008016;5;0;2
Mayrornis_lessoni;0.0160038797284190;99;0;4
Mayrornis_schistaceus;0;0;0;2
Mayrornis_versicolor;0;0;0;2
Mecocerculus_leucophrys;0.00707070707070707;7;0;2
Megaceryle_alcyon;NaN;0;2;2
Megaceryle_lugubris;0;0;2;1
Megacrex_inepta;0.126016260162602;31;0;2
Megalaima_franklinii;0.0508149568552253;53;0;2
Megalaima_haemacephala;0.0323951040496262;8037;82;24
Megalaima_lineata;0.00574712643678161;6;0;2
Megalaima_mystacophanos;0.0165929203539823;15;0;2
Megalaima_rubricapillus;0.000932835820895522;1;0;2
Megalaima_virens;0.00289855072463768;3;0;2
Megalurus_palustris;0.0540540540540541;54;0;2
Megalurus_timoriensis;0.0493230174081238;51;0;2
Megapodius_affinis;0.0209948320413437;20;2;3
Megapodius_eremita;0.000805886918726670;2;0;3
Megapodius_freycinet;0.0505711913419418;90;0;3
Megapodius_geelvinkianus;0.00271002710027100;2;0;2
Megapodius_laperouse;0.00421118793211817;32;0;5
Megapodius_layardi;0.00241746611673617;6;0;3
Megapodius_reinwardt;0.00705638154379435;293;0;11
Megascops_albogularis;0.0118255039070918;37;12;5
Megascops_asio;0.0120538169462711;651;220;21
Megascops_atricapilla;0.00701507095265324;55;24;7
Megascops_choliba;0.0106000640000485;131;50;10
Megascops_clarkii;0.00198807157057654;2;0;2
Megascops_guatemalae;0.0377977690052754;280;24;7
Megascops_hoyi;0.0165231555835230;190;40;9
Megascops_ingens;0.0220344599072233;133;0;4
Megascops_kennicottii;0.0324096998701937;455;40;10
Megascops_koepckeae;0.0178372352285396;16;0;2
Megascops_marshalli;0.00504504504504505;14;0;3
Megascops_petersoni;0.0127232786487184;37;12;5
Megascops_roboratus;0.00961566410462803;22;12;5
Megascops_sanctaecatarinae;0.00914205344585091;26;0;3
Megascops_trichopsis;0.0333039357837935;80;0;3
Megascops_watsonii;0.0380811614977302;260;16;6
Megastictus_margaritatus;0.0180904522613065;18;0;2
Meiglyptes_tristis;0.00261262000856451;3;2;3
Meiglyptes_tukki;0.00431034482758621;4;0;2
Melaenornis_edolioides;0.00240438141239744;7;0;3
Melampitta_gigantea;0.00161030595813205;2;2;3
Melampitta_lugubris;0.00776699029126214;8;0;2
Melamprosops_phaeosoma;0;0;0;1
Melanerpes_aurifrons;0.0251850478711491;1783;20;14
Melanerpes_cactorum;0.00190597300617355;6;0;3
Melanerpes_candidus;0.000951474785918173;6;0;4
Melanerpes_carolinus;0.00812755921478755;381;0;10
Melanerpes_chrysogenys;0.0126935798106112;40;0;3
Melanerpes_cruentatus;0.00288061551215267;27;0;5
Melanerpes_erythrocephalus;0.000592895429009102;9;0;6
Melanerpes_formicivorus;0.00791772022083580;5381;0;48
Melanerpes_hoffmannii;0.00333016175071361;21;0;4
Melanerpes_hypopolius;0;0;0;3
Melanerpes_lewis;0.000599795165422736;3;0;4
Melanerpes_portoricensis;0.000644257703081233;2;0;3
Melanerpes_pucherani;0.00316757075884314;45;0;6
Melanerpes_pygmaeus;0.00336330689734506;39;0;6
Melanerpes_rubricapillus;0.000634618579433042;2;0;3
Melanerpes_striatus;0.0796143469714195;1126;0;6
Melanerpes_superciliaris;0.00127501266810299;4;0;3
Melanerpes_uropygialis;0.00230537171079953;43;0;7
Melanitta_nigra;0;0;0;1
Melanitta_perspicillata;0.00546448087431694;3;0;2
Melanochlora_sultanea;0.00720070317673178;43;0;4
Melanocorypha_bimaculata;0.00133333333333333;4;0;3
Melanocorypha_maxima;0.00100000000000000;1;0;2
Melanocorypha_mongolica;NaN;0;2;2
Melanodera_melanodera;0.00506970998756865;14;0;3
Melanopareia_maximiliani;NaN;0;2;2
Melanospiza_richardsoni;0.0522963011946684;111;0;3
Meliphaga_lewinii;0.00397614314115308;4;0;2
Melipotes_fumigatus;0.0362173038229376;36;0;2
Melocichla_mentalis;0.00481695568400771;5;0;2
Melophus_lathami;0.00133600534402138;4;6;4
Melospiza_georgiana;0.00351802990325418;4;4;3
Melospiza_lincolnii;0.00263852242744063;3;4;3
Melospiza_melodia;0.00250787155691679;10040;1260;97
Melozone_kieneri;NaN;0;2;2
Menura_novaehollandiae;0.00653213527859629;58;0;5
Mergellus_albellus;NaN;0;2;2
Mergus_merganser;0.0163934426229508;9;0;2
Mergus_octosetaceus;0.0436385080347929;296;0;7
Mergus_serrator;NaN;0;2;2
Mergus_squamatus;0;0;2;1
Merops_apiaster;0.00280565580561582;35438;0;171
Merops_orientalis;NaN;0;2;2
Merops_viridis;NaN;0;2;2
Mesophoyx_intermedia;0.00275113122171946;18;42;9
Mesopicos_griseocephalus;0.00492610837438424;5;0;2
Metallura_eupogon;NaN;0;2;2
Metallura_tyrianthina;0.0237774246874348;172;0;7
Metallura_williami;0.00581395348837209;2;0;2
Metopidius_indicus;0;0;4;3
Metriopelia_ceciliae;0.00133868808567604;4;0;3
Metriopelia_melanoptera;0.00110375275938190;1;0;2
Metriopelia_morenoi;0;0;0;2
Micrastur_gilvicollis;0.0192644483362522;22;0;2
Micrathene_whitneyi;NaN;0;2;2
Microbates_cinereiventris;0.0354808590102708;228;0;4
Microcerculus_marginatus;0.0413489556213670;179773;1234;101
Microeca_fascinans;0.00142653352353780;1;0;2
Microligea_palustris;0.00877192982456140;30;0;3
Micromacronus_sordidus;0.00653594771241830;14;0;3
Microparra_capensis;NaN;0;2;2
Micropsitta_finschii;NaN;0;2;2
Microrhopias_quixensis;0.0393067067612669;813;0;7
Miliaria_calandra;0.00180312380182160;37;0;7
Milvago_chimachima;0.00200000000000000;2;0;2
Milvago_chimango;0;0;0;2
Milvus_migrans;0.0115941611298914;6124;744;43
Milvus_milvus;0.000552331573398770;46;150;20
Mimus_parvulus;0.0263758424879266;994;0;12
Mimus_polyglottos;NaN;0;6;3
Minla_cyanouroptera;0.00802296800611718;77;8;6
Minla_ignotincta;0.0320749016378378;686;12;8
Minla_strigula;0.00566656809954887;36;4;5
Mionectes_macconnelli;0.0507880910683012;58;0;2
Mionectes_oleagineus;0.0143400394685559;7915;0;34
Mionectes_rufiventris;0.00191570881226054;2;0;2
Mirafra_africana;0.00195312500000000;1;4;3
Mirafra_apiata;0;0;4;1
Mirafra_cantillans;0.00801603206412826;8;0;2
Mirafra_javanica;0.00926076492230183;192;0;7
Mirafra_sabota;0.00170521343778936;5;0;3
Mitrephanes_olivaceus;0.0621716287215412;71;0;2
Mitu_mitu;0;0;70;19
Mitu_salvini;0.00457317073170732;3;4;3
Mitu_tomentosum;0.00457317073170732;3;10;4
Mitu_tuberosum;0.00300300300300300;6;8;5
Mniotilta_varia;0.00614035087719298;7;0;2
Molothrus_aeneus;0.0135135135135135;12;4;3
Molothrus_ater;0.00448143895905090;8;12;5
Molothrus_bonariensis;0;0;8;5
Momotus_momota;0;0;4;3
Monarcha_axillaris;0.00872938894277401;9;0;2
Monarcha_barbatus;0.0168306839053320;76;0;4
Monarcha_browni;0.0208587658161808;367;0;7
Monarcha_castaneiventris;0.0193986420950533;20;0;2
Monarcha_chrysomela;0.0106077348066298;96;0;5
Monarcha_cinerascens;0.0133850630455868;138;0;5
Monarcha_guttula;0.0258648561267378;80;0;3
Monarcha_infelix;0.00775945683802134;8;0;2
Monarcha_leucurus;0;0;0;2
Monarcha_loricatus;0.00468384074941452;2;0;2
Monarcha_manadensis;0.00193986420950533;2;0;2
Monarcha_melanopsis;0.00158611783308201;9;0;4
Monarcha_takatsukasae;0.000969932104752667;1;0;2
Monarcha_trivirgatus;0.0310378273520854;96;0;3
Monarcha_verticalis;0.00708050436469447;73;0;5
Monarcha_viduus;0.00452634982217911;14;0;3
Monticola_angolensis;0.00102249488752556;1;0;2
Monticola_brevipes;0.00105056980056980;6;0;4
Monticola_cinclorhynchus;0.00639411053398192;18;0;3
Monticola_gularis;0.00138025338426140;4;6;4
Monticola_imerinus;NaN;0;2;2
Monticola_rufiventris;0.00822663648750605;22;0;3
Monticola_rufocinereus;0.0744247650212100;317;0;4
Monticola_saxatilis;0.00501002004008016;30;0;4
Monticola_sharpei;0.0126741249463610;359;0;8
Monticola_solitarius;0.0283058805831596;1402;0;11
Montifringilla_adamsi;0.00386582722199160;153;0;10
Montifringilla_blanfordi;0.00481049022333426;190;0;10
Montifringilla_davidiana;0.0505356678736714;145;0;3
Montifringilla_nivalis;0.00380633830635228;3811;740;79
Montifringilla_ruficollis;0.00799027176113902;4659;0;37
Montifringilla_taczanowskii;0.00512658313597845;3875;0;42
Morphnus_guianensis;0.00788177339901478;8;4;3
Morus_bassanus;0.00663699151479842;90;12;7
Morus_serrator;0.00744416873449132;6;0;2
Motacilla_aguimp;0.0479166666666667;46;4;3
Motacilla_alba;0.0201514831935242;873;20;11
Motacilla_capensis;0.0381944444444444;110;0;3
Motacilla_cinerea;0.0263148838065598;1342;0;11
Motacilla_citreola;0.00548796791443850;29;34;8
Motacilla_clara;0.0361111111111111;104;6;4
Motacilla_flava;0.0170380979306598;271;136;14
Motacilla_flaviventris;0.0145833333333333;14;0;2
Motacilla_madaraspatensis;0.0375000000000000;36;0;2
Mulleripicus_funebris;0.0700483091787440;58;4;3
Muscicapa_adusta;0.0420841683366734;42;4;3
Muscicapa_aquatica;0.0422960725075529;42;4;3
Muscicapa_caerulescens;0.0173680694722779;52;0;3
Muscicapa_cassini;0.00846560846560847;8;4;3
Muscicapa_dauurica;0.00298507462686567;2;0;2
Muscicapa_ferruginea;0.0144230769230769;15;0;2
Muscicapa_griseisticta;0.00835945663531871;8;0;2
Muscicapa_infuscata;0.0106177606177606;11;0;2
Muscicapa_muttui;0.0183307819314498;31;2;3
Muscicapa_olivascens;0.0410821643286573;41;0;2
Muscicapa_ruficauda;0.00544069640914037;5;0;2
Muscicapa_sethsmithi;0.0569832402234637;51;4;3
