ACC_NUM,JETZ_NEW,RED_LIST_JETZ.2017.,NOTES,GENE,NUM_BP,NEW_NAME_PHYLO,ORDER,OscSubOsc,FAMILY
MG990973.1,Newtonia amphichroa,LC,"",cytochrome b,790,,PASSERIFORMES,Passeri,Vangidae
MG990974.1,Newtonia amphichroa,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG990975.1,Newtonia amphichroa,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG990976.1,Newtonia amphichroa,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG990977.1,Newtonia amphichroa,LC,"",cytochrome b,537,,PASSERIFORMES,Passeri,Vangidae
MG990978.1,Newtonia amphichroa,LC,"",cytochrome b,482,,PASSERIFORMES,Passeri,Vangidae
MG990979.1,Newtonia amphichroa,LC,"",cytochrome b,755,,PASSERIFORMES,Passeri,Vangidae
MG990980.1,Newtonia amphichroa,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG990981.1,Newtonia amphichroa,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG990982.1,Newtonia amphichroa,LC,"",cytochrome b,344,,PASSERIFORMES,Passeri,Vangidae
MG990983.1,Newtonia amphichroa,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG990984.1,Newtonia amphichroa,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG990985.1,Newtonia amphichroa,LC,"",cytochrome b,801,,PASSERIFORMES,Passeri,Vangidae
MG990986.1,Newtonia amphichroa,LC,"",cytochrome b,790,,PASSERIFORMES,Passeri,Vangidae
MG990987.1,Newtonia amphichroa,LC,"",cytochrome b,785,,PASSERIFORMES,Passeri,Vangidae
MG990988.1,Newtonia amphichroa,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG990989.1,Newtonia amphichroa,LC,"",cytochrome b,781,,PASSERIFORMES,Passeri,Vangidae
MG990990.1,Newtonia amphichroa,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG990991.1,Newtonia amphichroa,LC,"",cytochrome b,794,,PASSERIFORMES,Passeri,Vangidae
MG990992.1,Newtonia amphichroa,LC,"",cytochrome b,697,,PASSERIFORMES,Passeri,Vangidae
MG990993.1,Newtonia amphichroa,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG990994.1,Newtonia amphichroa,LC,"",cytochrome b,785,,PASSERIFORMES,Passeri,Vangidae
MG990995.1,Newtonia amphichroa,LC,"",cytochrome b,761,,PASSERIFORMES,Passeri,Vangidae
MG990996.1,Newtonia amphichroa,LC,"",cytochrome b,794,,PASSERIFORMES,Passeri,Vangidae
MG990997.1,Newtonia amphichroa,LC,"",cytochrome b,788,,PASSERIFORMES,Passeri,Vangidae
MG990998.1,Newtonia amphichroa,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG990999.1,Newtonia amphichroa,LC,"",cytochrome b,801,,PASSERIFORMES,Passeri,Vangidae
MG991000.1,Newtonia amphichroa,LC,"",cytochrome b,799,,PASSERIFORMES,Passeri,Vangidae
MG991001.1,Newtonia amphichroa,LC,"",cytochrome b,780,,PASSERIFORMES,Passeri,Vangidae
MG991002.1,Newtonia amphichroa,LC,"",cytochrome b,794,,PASSERIFORMES,Passeri,Vangidae
MG991003.1,Newtonia amphichroa,LC,"",cytochrome b,794,,PASSERIFORMES,Passeri,Vangidae
MG991004.1,Newtonia amphichroa,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991005.1,Newtonia amphichroa,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991006.1,Newtonia amphichroa,LC,"",cytochrome b,789,,PASSERIFORMES,Passeri,Vangidae
MG991007.1,Newtonia amphichroa,LC,"",cytochrome b,801,,PASSERIFORMES,Passeri,Vangidae
MG991008.1,Newtonia amphichroa,LC,"",cytochrome b,798,,PASSERIFORMES,Passeri,Vangidae
MG991009.1,Newtonia amphichroa,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991010.1,Newtonia amphichroa,LC,"",cytochrome b,798,,PASSERIFORMES,Passeri,Vangidae
MG991011.1,Newtonia amphichroa,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991012.1,Newtonia amphichroa,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991013.1,Newtonia amphichroa,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991014.1,Newtonia amphichroa,LC,"",cytochrome b,796,,PASSERIFORMES,Passeri,Vangidae
MG991015.1,Newtonia amphichroa,LC,"",cytochrome b,798,,PASSERIFORMES,Passeri,Vangidae
MG991016.1,Newtonia amphichroa,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG990948.1,Newtonia archboldi,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG990949.1,Newtonia archboldi,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991089.1,Newtonia archboldi,LC,"",cytochrome b,799,,PASSERIFORMES,Passeri,Vangidae
MG991090.1,Newtonia archboldi,LC,"",cytochrome b,799,,PASSERIFORMES,Passeri,Vangidae
MG991091.1,Newtonia archboldi,LC,"",cytochrome b,796,,PASSERIFORMES,Passeri,Vangidae
MG991092.1,Newtonia archboldi,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991093.1,Newtonia archboldi,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991094.1,Newtonia archboldi,LC,"",cytochrome b,799,,PASSERIFORMES,Passeri,Vangidae
MG991095.1,Newtonia archboldi,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991096.1,Newtonia archboldi,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991097.1,Newtonia archboldi,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991098.1,Newtonia archboldi,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
JQ239217.1,Newtonia brunneicauda,LC,"",cytochrome b,1045,,PASSERIFORMES,Passeri,Vangidae
MG990947.1,Newtonia brunneicauda,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991017.1,Newtonia brunneicauda,LC,"",cytochrome b,769,,PASSERIFORMES,Passeri,Vangidae
MG991018.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991019.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991020.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991021.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991022.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991023.1,Newtonia brunneicauda,LC,"",cytochrome b,790,,PASSERIFORMES,Passeri,Vangidae
MG991024.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991025.1,Newtonia brunneicauda,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991026.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991027.1,Newtonia brunneicauda,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991028.1,Newtonia brunneicauda,LC,"",cytochrome b,790,,PASSERIFORMES,Passeri,Vangidae
MG991029.1,Newtonia brunneicauda,LC,"",cytochrome b,798,,PASSERIFORMES,Passeri,Vangidae
MG991030.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991031.1,Newtonia brunneicauda,LC,"",cytochrome b,767,,PASSERIFORMES,Passeri,Vangidae
MG991032.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991033.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991034.1,Newtonia brunneicauda,LC,"",cytochrome b,795,,PASSERIFORMES,Passeri,Vangidae
MG991035.1,Newtonia brunneicauda,LC,"",cytochrome b,776,,PASSERIFORMES,Passeri,Vangidae
MG991036.1,Newtonia brunneicauda,LC,"",cytochrome b,788,,PASSERIFORMES,Passeri,Vangidae
MG991037.1,Newtonia brunneicauda,LC,"",cytochrome b,785,,PASSERIFORMES,Passeri,Vangidae
MG991038.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991039.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991040.1,Newtonia brunneicauda,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991041.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991042.1,Newtonia brunneicauda,LC,"",cytochrome b,801,,PASSERIFORMES,Passeri,Vangidae
MG991043.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991044.1,Newtonia brunneicauda,LC,"",cytochrome b,787,,PASSERIFORMES,Passeri,Vangidae
MG991045.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991046.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991047.1,Newtonia brunneicauda,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991048.1,Newtonia brunneicauda,LC,"",cytochrome b,789,,PASSERIFORMES,Passeri,Vangidae
MG991049.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991050.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991051.1,Newtonia brunneicauda,LC,"",cytochrome b,802,,PASSERIFORMES,Passeri,Vangidae
MG991052.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991053.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991054.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991055.1,Newtonia brunneicauda,LC,"",cytochrome b,787,,PASSERIFORMES,Passeri,Vangidae
MG991056.1,Newtonia brunneicauda,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991057.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991058.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991059.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991060.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991061.1,Newtonia brunneicauda,LC,"",cytochrome b,796,,PASSERIFORMES,Passeri,Vangidae
MG991062.1,Newtonia brunneicauda,LC,"",cytochrome b,798,,PASSERIFORMES,Passeri,Vangidae
MG991063.1,Newtonia brunneicauda,LC,"",cytochrome b,795,,PASSERIFORMES,Passeri,Vangidae
MG991064.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991065.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991066.1,Newtonia brunneicauda,LC,"",cytochrome b,777,,PASSERIFORMES,Passeri,Vangidae
MG991067.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991068.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991069.1,Newtonia brunneicauda,LC,"",cytochrome b,795,,PASSERIFORMES,Passeri,Vangidae
MG991070.1,Newtonia brunneicauda,LC,"",cytochrome b,786,,PASSERIFORMES,Passeri,Vangidae
MG991071.1,Newtonia brunneicauda,LC,"",cytochrome b,787,,PASSERIFORMES,Passeri,Vangidae
MG991072.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991073.1,Newtonia brunneicauda,LC,"",cytochrome b,796,,PASSERIFORMES,Passeri,Vangidae
MG991074.1,Newtonia brunneicauda,LC,"",cytochrome b,787,,PASSERIFORMES,Passeri,Vangidae
MG991075.1,Newtonia brunneicauda,LC,"",cytochrome b,789,,PASSERIFORMES,Passeri,Vangidae
MG991076.1,Newtonia brunneicauda,LC,"",cytochrome b,785,,PASSERIFORMES,Passeri,Vangidae
MG991077.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991078.1,Newtonia brunneicauda,LC,"",cytochrome b,792,,PASSERIFORMES,Passeri,Vangidae
MG991079.1,Newtonia brunneicauda,LC,"",cytochrome b,781,,PASSERIFORMES,Passeri,Vangidae
MG991080.1,Newtonia brunneicauda,LC,"",cytochrome b,800,,PASSERIFORMES,Passeri,Vangidae
MG991081.1,Newtonia brunneicauda,LC,"",cytochrome b,801,,PASSERIFORMES,Passeri,Vangidae
MG991082.1,Newtonia brunneicauda,LC,"",cytochrome b,785,,PASSERIFORMES,Passeri,Vangidae
MG991083.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991084.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991085.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991086.1,Newtonia brunneicauda,LC,"",cytochrome b,793,,PASSERIFORMES,Passeri,Vangidae
MG991087.1,Newtonia brunneicauda,LC,"",cytochrome b,797,,PASSERIFORMES,Passeri,Vangidae
MG991088.1,Newtonia brunneicauda,LC,"",cytochrome b,785,,PASSERIFORMES,Passeri,Vangidae
JX236396.1,Nicator chloris,LC,"",cytochrome b,981,,PASSERIFORMES,Passeri,Pycnonotidae
EF081352.1,Cyornis banyumas,LC,"",cytochrome b,1143,,PASSERIFORMES,Passeri,Muscicapidae
EF081353.1,Niltava davidi,LC,"",cytochrome b,1143,,PASSERIFORMES,Passeri,Muscicapidae
HM633352.1,Niltava davidi,LC,"",cytochrome b,1076,,PASSERIFORMES,Passeri,Muscicapidae
KP337030.1,Niltava davidi,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
KP337031.1,Niltava davidi,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
HM633353.1,Niltava grandis,LC,"",cytochrome b,1076,,PASSERIFORMES,Passeri,Muscicapidae
KJ456362.1,Niltava grandis,LC,"",cytochrome b,1053,,PASSERIFORMES,Passeri,Muscicapidae
KP337026.1,Niltava grandis,LC,"",cytochrome b,968,,PASSERIFORMES,Passeri,Muscicapidae
KP337027.1,Niltava grandis,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
HM633354.1,Niltava macgrigoriae,LC,"",cytochrome b,1076,,PASSERIFORMES,Passeri,Muscicapidae
KJ456363.1,Niltava macgrigoriae,LC,"",cytochrome b,1143,,PASSERIFORMES,Passeri,Muscicapidae
KP337028.1,Niltava macgrigoriae,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
KP337029.1,Niltava macgrigoriae,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
EF081354.1,Niltava sundara,LC,"",cytochrome b,1143,,PASSERIFORMES,Passeri,Muscicapidae
GU237094.1,Niltava sundara,LC,"",cytochrome b,936,,PASSERIFORMES,Passeri,Muscicapidae
HM633355.1,Niltava sundara,LC,"",cytochrome b,1076,,PASSERIFORMES,Passeri,Muscicapidae
KJ456364.1,Niltava sundara,LC,"",cytochrome b,1026,,PASSERIFORMES,Passeri,Muscicapidae
KP337032.1,Niltava sundara,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
KP337033.1,Niltava sundara,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
KP337034.1,Niltava sundara,LC,"",cytochrome b,974,,PASSERIFORMES,Passeri,Muscicapidae
HM633356.1,Niltava vivida,LC,"",cytochrome b,1070,,PASSERIFORMES,Passeri,Muscicapidae
FJ499026.1,Ninox connivens,LC,"",cytochrome b,522,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
EU348981.1,Ninox connivens,LC,"",cytochrome b,1041,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF115884.1,Ninox novaeseelandiae,LC,"",cytochrome b,280,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AJ004007.1,Ninox novaeseelandiae,LC,"",cytochrome b,1041,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AY309457.1,Ninox novaeseelandiae,LC,"",cytochrome b,16223,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
FJ498980.1,Ninox boobook,LC,Checked manually for splits,cytochrome b,522,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JX867974.1,Ninox novaeseelandiae,LC,"",cytochrome b,268,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF049095.1,Ninox novaeseelandiae,LC,"",cytochrome b,298,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF049094.1,Ninox novaeseelandiae,LC,"",cytochrome b,298,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF049093.1,Ninox novaeseelandiae,LC,"",cytochrome b,298,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF115885.1,Ninox philippensis,LC,"",cytochrome b,291,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
EU348982.1,Ninox rudolfi,NT,"",cytochrome b,1037,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF049096.1,Ninox rufa,LC,"",cytochrome b,298,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
EU348983.1,Ninox rufa,LC,"",cytochrome b,1041,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AJ004008.1,Ninox scutulata,LC,"",cytochrome b,1041,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AY422981.1,Ninox scutulata,LC,"",cytochrome b,960,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653689.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653690.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653691.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653692.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653693.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653694.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653695.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653696.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653697.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653698.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653699.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653700.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653701.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653702.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653703.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653704.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653705.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653706.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653707.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653708.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653709.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653710.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653711.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653712.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653713.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653714.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653715.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653716.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653717.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653718.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653719.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653720.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653721.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653722.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653723.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653724.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653725.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653726.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653727.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653728.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653729.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653730.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653731.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653732.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653733.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653734.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653735.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653736.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653737.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653738.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653739.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653740.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653741.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653742.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653743.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653744.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653745.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653746.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653747.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653748.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
JN653749.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
KR072697.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
KR072698.1,Ninox scutulata,LC,"",cytochrome b,923,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
KT943750.1,Ninox scutulata,LC,"",cytochrome b,16208,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AF049097.1,Ninox strenua,LC,"",cytochrome b,298,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
EU348984.1,Ninox strenua,LC,"",cytochrome b,1041,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
KT008283.1,Ninox strenua,LC,"",cytochrome b,298,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
KX529654.1,Ninox strenua,LC,"",cytochrome b,16206,,STRIGIFORMES,NONPASSERIFORMES,Strigidae
AB044287.1,Nipponia nippon,EN,"",cytochrome b,1063,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AB104902.1,Nipponia nippon,EN,"",cytochrome b,16732,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AY137074.1,Nipponia nippon,EN,"",cytochrome b,307,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AY137075.1,Nipponia nippon,EN,"",cytochrome b,307,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AY137076.1,Nipponia nippon,EN,"",cytochrome b,307,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AY137077.1,Nipponia nippon,EN,"",cytochrome b,307,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AY137078.1,Nipponia nippon,EN,"",cytochrome b,307,,PELECANIFORMES,NONPASSERIFORMES,Threskiornithidae
AP008239.1,Nisaetus alboniger,LC,"",cytochrome b,17977,,ACCIPITRIFORMES,NONPASSERIFORMES,Accipitridae
AY987275.1,Nisaetus alboniger,LC,"",cytochrome b,1039,,ACCIPITRIFORMES,NONPASSERIFORMES,Accipitridae
EF459653.1,Nisaetus alboniger,LC,"",cytochrome b,264,,ACCIPITRIFORMES,NONPASSERIFORMES,Accipitridae
