SP,GD,NUM_BP,DROPPED_PAIRS,SEQS,IUCN
Stiphrornis_erythrothorax,0.0270778440719671,7580,48,25,LC
Stipiturus_malachurus,0.0303081163607493,1297,0,18,LC
Streptopelia_turtur,0.0066567860631625,28046,0,98,VU
Strix_uralensis,0.0102535262022576,80,32,8,LC
Strophocincla_cachinnans,0.00219298245614035,35,0,6,EN
Strophocincla_fairbanki,0.00684781314067257,414,0,12,NT
Sturnella_loyca,0.00762978814436218,248,0,9,LC
Sturnella_magna,0.0199524461220605,23413,0,46,LC
Sturnella_neglecta,0.00235667743205613,132,0,11,LC
Sturnus_vulgaris,0.0105336513020013,96,84,12,LC
Sula_dactylatra,0.0113182707979025,88,40,9,LC
Sula_granti,0.00289059475416183,44,0,7,LC
Sula_leucogaster,0.0142340028975974,492,0,12,LC
Surnia_ulula,0.0739317029159653,173,24,7,LC
Sylvia_atricapilla,0.00933926856210114,3472,100,31,LC
Sylvia_borin,0.0727728329365503,964,0,6,LC
Sylvia_cantillans,0.0273173480483112,114648,6338,134,LC
Sylvia_communis,0.0091794257556057,133,0,6,LC
Sylvia_conspicillata,0.00443863905280302,2450,0,35,LC
Sylvia_curruca,0.0330750140823945,448930,832,171,LC
Sylvia_melanocephala,0.0097331838303658,6879,0,40,LC
Sylvia_sarda,0.00657011760363715,62,10,7,LC
Sylvietta_rufescens,0.0309105621698674,2341,4,14,LC
Sylvietta_virens,0.00715814133979467,658,0,14,LC
Sylvietta_whytii,0.0166757050090881,751,0,10,LC
Sylviparus_modestus,0.00308390196678478,567,0,19,LC
Synallaxis_infuscata,3.34942731977883e-4,5,0,6,EN
Synallaxis_ruficapilla,0.011590385692311,752,0,12,LC
Synallaxis_whitneyi,0.0018004813061512,27,0,6,NT
Syrmaticus_ellioti,0.00988873695269519,404,0,9,NT
Tachymarptis_melba,0.0357922136420528,2501,0,14,LC
Tachyphonus_coronatus,0.00512274780496273,7301,0,55,LC
Tachyphonus_rufus,0.00681394564525665,110,0,6,LC
Tangara_cayana,0.0037037037037037,21,12,7,LC
Tangara_cyanicollis,0.0123004372086006,14590,0,49,LC
Tangara_gyrola,0.0229411158766989,102681,4,96,LC
Taraba_major,0.0335906970697084,3038,0,14,LC
Tarsiger_cyanurus,0.00824722321284693,8028,0,43,LC
Terpsiphone_cinnamomea,0.0218839724593892,161,8,6,LC
Terpsiphone_paradisi,0.0379054233500601,1356,0,11,LC
Terpsiphone_rufiventer,0.0216363871226768,245,0,6,LC
Terpsiphone_viridis,0.0178674726769564,398,16,10,LC
Tersina_viridis,0.00578100497430271,1518,184,27,LC
Tesia_olivea,0.00218230328101379,11,16,6,LC
Tetrao_tetrix,0.00132950355690819,40,44,14,LC
Tetrao_urogallus,0.00364369636533943,940,124,33,LC
Tetraogallus_himalayensis,0.00795569849384595,4254,686,50,LC
Tetraogallus_tibetanus,0.0037959686027809,488,48,23,LC
Thamnophilus_aethiops,0.0255330711392999,76064,0,78,LC
Thamnophilus_ambiguus,0.00548237107376891,1060,0,22,LC
Thamnophilus_caerulescens,0.00879631356428613,68531,0,131,LC
Thamnophilus_doliatus,0.0137221205803376,149,20,7,LC
Thamnophilus_pelzelni,0.00311771064459238,548,0,21,LC
Thamnophilus_unicolor,0.0107192265955031,222,0,7,LC
Thraupis_episcopus,0.00951626197453568,180,14,8,LC
Threskiornis_aethiopicus,0.00199973380933255,8,22,7,LC
Tiaris_bicolor,0.00447998596403565,525,0,17,LC
Tiaris_olivaceus,0.00730415928620503,171,0,8,LC
Tityra_inquisitor,0.0187852036571824,551,16,9,LC
Tityra_semifasciata,0.0103509855730633,11441,94,48,LC
Toxostoma_curvirostre,0.0136462855250643,20030,0,83,LC
Toxostoma_lecontei,0.0955998383029956,1800,8,9,LC
Toxostoma_redivivum,0.00349231464737811,8034,130,66,LC
Tragopan_temminckii,0.00302377738480159,48,0,6,LC
Troglodytes_aedon,0.021622493997561502,210,14,7,LC
Troglodytes_troglodytes,0.0139982916594112,12960,0,45,LC
Trogon_collaris,0.0262757571566865,570,0,7,LC
Trogon_rufus,0.0437634739822789,26251,0,35,LC
Tryngites_subruficollis,0.00217480499672251,4836,0,77,NT
Turdus_assimilis,0.00716919993543514,1566,0,21,LC
Turdus_daguae,0.00370580812758771,61,0,6,LC
Turdus_falcklandii,0.0027085950416507,1637,0,42,LC
Turdus_leucomelas,0.0173334028755715,82,20,7,LC
Turdus_lherminieri,0.0326813321852418,464,0,6,VU
Turdus_merula,0.0294230076326479,79904,120,88,LC
Turdus_migratorius,0.00203326154233198,484,236,27,LC
Turdus_naumanni,0.00481786715266934,48,2,6,LC
Turdus_olivaceus,0.036617032650997,390,0,6,LC
Turdus_pallidus,0.00211465264501911,13,24,7,LC
Turdus_philomelos,0.00551128106851966,50,10,7,LC
Turdus_poliocephalus,0.0147877329804405,664,0,10,LC
Turdus_rufopalliatus,0.00901556360415135,9292,0,45,LC
Turdus_torquatus,0.00291252048608365,1338,318,56,LC
Tyto_alba,0.0461111798490081,17054,1174,50,LC
Upupa_epops,0.00393391634567318,7080,0,57,LC
Uragus_sibiricus,0.00523046185059644,275,0,12,LC
Uria_aalge,0.00985410676102386,155,24,8,LC
Uria_lomvia,0.00658761528326746,20,20,7,LC
Urosphena_squameiceps,0.0101067238385854,288,0,8,LC
Vermivora_ruficapilla,0.0117009067346558,337,0,8,LC
Vireo_cassinii,0.00432297907641258,938,0,20,LC
Vireo_olivaceus,0.0161030523906966,57,30,8,LC
Vireo_plumbeus,0.00480967343154425,747,0,17,LC
Vireo_solitarius,0.00576600771505014,115,48,11,LC
Volatinia_jacarina,0.0104271506930654,259,48,11,LC
Willisornis_poecilinotus,0.0150957645293706,22556,1368,69,LC
Wilsonia_pusilla,0.0229917085312165,3847,132,35,LC
Xenopipo_atronitens,0.0102283105022831,56,0,6,LC
Xenops_minutus,0.0155429119014981,1020,24,13,LC
Xiphirhynchus_superciliaris,0.00886787790733635,381,0,10,LC
Xiphorhynchus_elegans,0.0123806248902867,13815,0,48,LC
Xiphorhynchus_fuscus,0.00965257998509405,2844,208,29,LC
Xiphorhynchus_guttatus,0.0392851144876998,7098,0,23,LC
Xiphorhynchus_obsoletus,0.00107285831002263,500,62,32,LC
Xiphorhynchus_ocellatus,0.028445378863896,3343,0,16,LC
Xiphorhynchus_pardalotus,0.00212468014002825,93,0,10,LC
Xiphorhynchus_spixii,0.00504376322733249,1999,58,30,LC
Xiphorhynchus_susurrans,0.0069251883427708,4794,0,38,LC
Yuhina_flavicollis,0.00402961543400361,107,12,9,LC
Zenaida_macroura,0,0,52,8,LC
Zonotrichia_albicollis,0.00470824548407317,15,16,6,LC
Zonotrichia_atricapilla,0.00130987313090204,44,26,14,LC
Zonotrichia_leucophrys,2.22025261383716e-4,24,88,24,LC
Zoothera_citrina,0.04098264275108,1178,0,9,LC
Zoothera_dauma,0.0113495989785432,971,0,13,LC
Zoothera_mollissima,0.0234060444121231,3478,34,19,LC
Zosterops_abyssinicus,0.00689389203607031,1113,226,24,LC
Zosterops_erythropleurus,0.0021010101010101,26,20,7,LC
Zosterops_flavifrons,0.0303436760698161,14851,0,57,LC
Zosterops_japonicus,0.0456749778609273,9166,172,25,LC
Zosterops_lateralis,0.00649383528436087,1473,156,41,LC
Zosterops_luteus,0.0277595628415301,127,0,6,LC
Zosterops_maderaspatanus,0.0104653861262423,356,90,18,LC
Zosterops_pallidus,0.00782594127161075,37,16,6,LC
Zosterops_palpebrosus,0.0295576207389496,6502,928,45,LC
Zosterops_poliogastrus,0.00862106910767463,522,46,13,LC
Zosterops_senegalensis,0.0315333502681022,24795,776,50,LC
Zosterops_xanthochroa,5.96125186289121e-4,10,0,11,LC
