SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS
Erythropygia_hartlaubi,0.010416667,10,0,2
Erythropygia_leucophrys,0.005664226,17,0,3
Erythropygia_leucosticta,0.008154944,8,0,2
Erythropygia_paena,0.002004008,2,0,2
Erythropygia_quadrivirgata,0.028567398,84,0,3
Erythrura_trichroa,0.050163577,46,0,2
Eubucco_bourcierii,0.073518148,207,0,3
Eucometis_penicillata,0.01223738,11228,0,44
Eudocimus_albus,0.001576355,88,0,11
Eudocimus_ruber,0.001593961,104,0,12
Eudromia_elegans,0.002936867,10,0,3
Eudynamys_scolopaceus,0,0,24,6
Eudyptes_chrysocome,0.004920408,300,0,12
Eudyptes_chrysolophus,0.002182641,33,0,6
Eudyptes_moseleyi,0.000398091,6,0,7
Eudyptes_schlegeli,0.012970169,10,0,2
Eudyptes_sclateri,0.006944444,7,0,2
Eudyptula_minor,0.019489052,891,150,20
Eulabeornis_castaneoventris,0.001913876,2,4,3
Eulacestoma_nigropectus,0.012903226,8,0,2
Eulipoa_wallacei,0,0,0,4
Eumyias_albicaudatus,0.013008242,2825,0,20
Eumyias_thalassinus,0.005540166,6,0,2
Eunymphicus_cornutus,0.001596391,4,0,3
Eunymphicus_uvaeensis,0,0,0,6
Eupetomena_macroura,0.001583113,6,0,5
Euphagus_cyanocephalus,0.00353045,4,0,2
Euphonia_hirundinacea,0,0,0,2
Euplectes_afer,0.034853493,193,0,4
Euplectes_albonotatus,0.005772006,16,0,3
Euplectes_ardens,0.034632035,96,0,3
Euplectes_axillaris,0.041125541,38,0,2
Euplectes_capensis,0.03968254,110,0,3
Euplectes_franciscanus,0.010822511,10,0,2
Euplectes_gierowii,0.062770563,58,0,2
Euplectes_hordeaceus,0.012265512,34,0,3
Euplectes_macroura,0.032828283,91,0,3
Euplectes_orix,0.037878788,35,0,2
Euplectes_progne,0.067669825,178,0,3
Eupodotis_afraoides,0.000875734,10,0,5
Eupodotis_humilis,0.00073828,2,0,3
Eupodotis_rueppellii,0.001751058,12,0,4
Eupodotis_ruficrista,0.006999125,8,0,2
Eupodotis_senegalensis,0.004761111,77,12,7
Eurostopodus_mystacalis,0,0,0,2
Eurynorhynchus_pygmeus,0.004795968,29,0,4
Eurystomus_orientalis,0.001022934,31,32,10
Euthlypis_lachrymosa,0.001749781,2,0,2
Falco_amurensis,0.002671416,3,0,2
Falco_berigora,0.001996008,2,0,2
Falco_biarmicus,0.006444054,22,0,3
Falco_cenchroides,0.012565459,36,0,3
Falco_cherrug,0.003938183,120,0,8
Falco_chicquera,0.012086697,75,0,4
Falco_columbarius,0.023944061,342,0,6
Falco_concolor,0.002676182,3,0,2
Falco_cuvierii,0,0,0,2
Falco_dickinsoni,0,0,0,2
Falco_eleonorae,0.00402769,96,0,7
Falco_fasciinucha,0,0,0,3
Falco_femoralis,0.013410068,151,0,5
Falco_jugger,0,0,0,2
Falco_longipennis,0.003790873,12,0,3
Falco_naumanni,0.027956209,636,0,7
Falco_novaeseelandiae,0.000982318,1,0,2
Falco_pelegrinoides,0.001034577,16,0,6
Falco_peregrinus,0.004092469,5487,102,52
Falco_punctatus,0.007541488,20,0,3
Falco_rupicoloides,0.013004791,38,0,3
Falco_rusticolus,0.0046886,48,0,5
Falco_sparverius,0.007965662,125,12,7
Falco_subbuteo,0.016089857,54,0,3
Falco_tinnunculus,0.005080726,648,32,17
Falco_vespertinus,0.005191338,48,10,6
Falcunculus_frontatus,0.001039534,2,0,3
Ficedula_albicilla,0.000812171,460,0,34
Ficedula_albicollis,0.000626302,2,0,3
Ficedula_crypta,0.026143791,16,0,2
Ficedula_disposita,0,0,0,1
Ficedula_dumetoria,0.053980693,171,0,3
Ficedula_hodgsonii,0,0,0,1
Ficedula_hyperythra,0.025931119,376,0,6
Ficedula_hypoleuca,0.001837102,41,26,9
Ficedula_monileger,0.046783626,48,0,2
Ficedula_mugimaki,0.003998698,62,0,6
Ficedula_narcissina,0.001547988,1,0,2
Ficedula_nigrorufa,0.003898161,462,0,16
Ficedula_parva,0.001933073,238,0,16
Ficedula_platenae,0.006508954,17,0,3
Ficedula_rufigula,0,0,0,1
Ficedula_sapphira,0,0,0,1
Ficedula_semitorquata,0.003133193,10,0,3
Ficedula_strophiata,0.004031047,42,0,5
Ficedula_subrubra,0,0,0,1
Ficedula_superciliaris,0.001336005,4,0,3
Ficedula_tricolor,0.029249686,308,0,5
Ficedula_westermanni,0.002616825,8,0,3
Ficedula_zanthopygia,0.002749326,43,0,6
Fluvicola_albiventer,0.001001001,1,0,2
Formicarius_colma,0.010774962,113,0,8
Formicivora_grisea,0,0,4,3
Formicivora_iheringi,0.001913876,2,0,2
Formicivora_melanogaster,0,0,0,2
Formicivora_rufa,0.007199986,81,42,10
Formicivora_serrana,0.003827751,4,0,2
Forpus_conspicillatus,0.00618114,340,98,18
Forpus_cyanopygius,0.001708079,132,18,14
Forpus_modestus,0.01772933,2020,0,15
Forpus_passerinus,0.002965086,271,80,17
Forpus_xanthopterygius,0.03481754,2781,54,15
Francolinus_adspersus,0,0,0,3
Francolinus_afer,0.016155209,716,20,11
Francolinus_africanus,0.003030303,2,0,2
Francolinus_albogularis,0.053156146,48,0,2
Francolinus_bicalcaratus,0.012823581,83,0,4
Francolinus_capensis,0,0,0,2
Francolinus_castaneicollis,0.008772956,54,0,4
Francolinus_clappertoni,0.01341499,46,0,3
Francolinus_coqui,0.038169525,1315,38,11
Francolinus_erckelii,0,0,0,2
Francolinus_finschi,0.005058169,10,0,3
Francolinus_hartlaubi,0.003282828,8,0,3
Francolinus_hildebrandti,0.018121864,179,0,5
Francolinus_leucoscepus,0.016622922,57,0,3
Francolinus_levaillantii,0.051038961,133,6,4
Francolinus_levaillantoides,0.028085219,526,0,7
Francolinus_natalensis,0.007575758,5,0,2
Francolinus_pintadeanus,0.106736658,122,0,2
Francolinus_psilolaemus,0.044201229,117,0,3
Francolinus_sephaena,0.03228426,309,10,6
Francolinus_shelleyi,0.037333108,337,0,5
Francolinus_squamatus,0.036306686,115,4,4
Francolinus_swainsonii,0.021624407,56,0,3
Fraseria_cinerascens,0.023138833,23,0,2
Fraseria_ocreata,0.041062802,34,0,2
Fratercula_arctica,0.000959389,6,0,4
Fratercula_cirrhata,0.002926829,3,0,2
Frederickena_unduligera,0.006006006,6,0,2
Fregata_andrewsi,0.001465307,12,0,5
Fregata_magnificens,0.002037721,2863,0,64
Fregata_minor,0.013526696,944,0,14
Fregetta_grallaria,0.041347131,835,36,10
Fregetta_tropica,0.005272286,76,12,7
Fringilla_coelebs,0.017230014,68833,222,112
Fringilla_montifringilla,0.007214683,238,0,9
Fringilla_teydea,0.000635897,226,0,27
Fulica_americana,0.000874891,1,4,3
Fulica_atra,0.012557481,177,26,8
Fulica_cristata,0,0,26,1
Fulmarus_glacialis,0.013527025,42,6,4
Fulmarus_glacialoides,0.002881844,3,0,2
Furnarius_cristatus,0,0,0,2
Furnarius_rufus,,0,2,2
Galerida_cristata,0.010307056,1022,164,21
Galerida_theklae,0.021564349,1091,24,13
Gallicolumba_beccarii,0.002876318,3,0,2
Gallicolumba_luzonica,0.020912548,22,0,2
Gallicrex_cinerea,0.008947066,48,8,5
Gallinago_gallinago,0.005508197,41,20,7
Gallinago_nigripennis,0.002849003,2,0,2
Gallinago_paraguaiae,0.024193548,15,0,2
Gallinago_stenura,0.001289491,4,0,3
Gallinula_chloropus,0.000875998,9,20,7
Gallirallus_australis,0.006459852,100,70,12
Gallirallus_calayanensis,0,0,0,2
Gallirallus_insignis,0,0,0,2
Gallirallus_owstoni,0,0,0,3
Gallirallus_philippensis,0.00411083,134,180,19
Gallirallus_rovianae,0.013029316,4,0,2
Gallirallus_striatus,0.008366915,29,12,5
Gallirallus_sylvestris,0,0,0,3
Gallirallus_torquatus,0.010427666,19,0,4
Garrulax_affinis,0.016450018,330,4,8
Garrulax_albogularis,0.017235422,101,4,5
Garrulax_caerulatus,0.040387722,25,0,2
Garrulax_canorus,0.004845128,153150,0,241
Garrulax_chinensis,0.010863245,28517,140,71
Garrulax_cineraceus,0.006473853,82,0,6
Garrulax_courtoisi,0.001615509,1,0,2
Garrulax_davidi,0.002415013,9,0,4
Garrulax_delesserti,0.001525387,126,0,13
Garrulax_elliotii,0.004626874,15678,0,90
Garrulax_erythrocephalus,0.028604656,606,0,8
Garrulax_formosus,0.003779276,40,0,6
Garrulax_leucolophus,0.037923599,202,4,5
Garrulax_lineatus,0.011687278,90,0,5
Garrulax_lunulatus,0.141843972,120,0,2
Garrulax_maesi,0.000876424,1,0,2
Garrulax_maximus,0.019769357,12,0,2
Garrulax_merulinus,0.015544041,15,0,2
Garrulax_milleti,,0,2,2
Garrulax_milnei,0.00806165,84,0,6
Garrulax_mitratus,0.006134969,7,0,2
Garrulax_monileger,0.019809578,160,0,5
Garrulax_morrisonianus,0.001647446,1,0,2
Garrulax_nuchalis,0.001034126,1,0,2
Garrulax_ocellatus,0.008764056,205,14,9
Garrulax_pectoralis,0.020531884,256,0,6
Garrulax_perspicillatus,0.091016548,77,0,2
Garrulax_poecilorhynchus,0.015758131,220,0,6
Garrulax_sannio,0.007106037,129,8,8
Garrulax_squamatus,0.003505697,4,4,3
Garrulax_striatus,0.006646847,20,4,4
Garrulax_subunicolor,0.024539877,84,6,4
Garrulax_sukatschewi,0.003448276,2,0,2
Garrulax_taewanus,0.002911515,395,0,16
Garrulax_variegatus,0.001394164,3,6,4
Garrulus_glandarius,0.022568563,97534,0,98
Gavia_arctica,0.049945711,46,0,2
Gavia_immer,0.000830337,512,152,40
Gavia_pacifica,0.002624672,3,0,2
Gavia_stellata,0.001749781,6,0,3
Geococcyx_californianus,0.009292399,7,16,5
Geopelia_striata,0.003810504,12,0,3
Geositta_antarctica,0,0,0,2
Geositta_crassirostris,0,0,0,2
Geositta_cunicularia,0.01706562,77,24,7
Geositta_poeciloptera,0.002544529,2,6,4
Geositta_rufipennis,,0,2,2
Geositta_tenuirostris,,0,2,2
Geospiza_conirostris,0.001117609,6,0,4
Geospiza_difficilis,0.011108247,1148,0,16
Geospiza_fortis,0.003355555,85,0,8
Geospiza_fuliginosa,0.00463552,89,0,7
Geospiza_magnirostris,0.002223107,57,0,8
Geospiza_scandens,0.004489522,142,0,9
Geothlypis_aequinoctialis,0.026155542,257,0,5
Geothlypis_poliocephala,0.011212597,173,0,6
Geothlypis_rostrata,0.004521964,14,0,3
Geothlypis_semiflava,0.019067813,59,0,3
Geothlypis_speciosa,0.005830904,6,0,2
Geothlypis_trichas,0.007353494,896,0,16
Geotrygon_frenata,0.003838772,4,0,2
Geotrygon_saphirina,0.031592521,98,0,3
Geotrygon_violacea,0.062620424,65,0,2
Geranoaetus_melanoleucus,0.001913608,6,0,3
Geranospiza_caerulescens,0.038103041,236,0,4
Geronticus_eremita,0.0027503,4,0,4
Gerygone_fusca,0.022653722,14,0,2
Gerygone_mouki,0.001579779,1,0,2
Glareola_pratincola,0.006698565,7,0,2
Glaucidium_bolivianum,0.003333333,1,4,3
Glaucidium_brasilianum,0.015819134,12300,514,48
Glaucidium_californicum,0.005050505,1,0,2
Glaucidium_cuculoides,0.004374453,5,0,2
Glaucidium_gnoma,,0,2,2
Glaucidium_hardyi,0.000986193,1,0,2
Glaucidium_jardinii,0,0,0,1
Glaucidium_nanum,,0,2,2
Glaucidium_passerinum,0.002004008,20,0,5
Glaucidium_perlatum,,0,2,2
Glaucidium_peruanum,0.02994012,30,4,3
Glaucis_aeneus,0.004385965,4,0,2
Glossopsitta_concinna,0.003095975,2,0,2
Glyphorynchus_spirurus,0.050864258,6018136,84250,573
Gnorimopsar_chopi,0,0,0,2
Goura_cristata,0.000911348,68,0,12
Goura_scheepmakeri,0.000933217,16,0,6
Goura_victoria,0.001895692,292,0,17
Grallaria_albigula,0.003012537,27,0,5
Grallaria_blakei,0,0,0,2
Grallaria_capitalis,0.013515575,1433,0,16
Grallaria_dignissima,0,0,0,2
Grallaria_erythroleuca,0.008042284,72,0,5
Grallaria_hypoleuca,0.001231086,31,0,8
Grallaria_przewalskii,0.000617531,25,0,10
Grallaria_ridgelyi,0.002645503,1,0,2
Grallaria_ruficapilla,0,0,0,2
Grallaria_rufula,0,0,0,2
Grallaria_squamigera,0.044132397,88,8,4
Grallaria_varia,0,0,0,2
Grallaria_watkinsi,0,0,0,2
Grallaricula_lineifrons,0,0,0,2
Grallina_cyanoleuca,0.008871038,27,12,5
Graminicola_bengalensis,0.019580608,122,0,4
Graydidascalus_brachyurus,0,0,0,3
Grus_americana,0.002624672,3,0,2
Grus_antigone,0.004104032,258,22,12
Grus_canadensis,0.008373953,268,16,9
Grus_carunculatus,0.006999125,24,0,3
Grus_grus,0.005249344,18,0,3
Grus_japonensis,0.006405449,205,0,8
Grus_leucogeranus,0.028579761,98,0,3
Grus_monacha,0.004082823,14,0,3
Grus_nigricollis,0.005249344,18,0,3
Grus_paradisea,0.008165646,28,0,3
Grus_rubicunda,0.005832604,20,0,3
Grus_vipio,0.008748906,30,0,3
Grus_virgo,0.009332167,32,14,5
Guaruba_guarouba,0.015092853,87,16,6
Gubernetes_yetapa,0.001001001,1,0,2
Guira_guira,0.062791925,102,12,5
Guttera_pucherani,0.014873141,17,0,2
Gygis_alba,0.003844861,17981,274,138
Gymnocichla_nudiceps,0.026058187,156,0,4
Gymnoderus_foetidus,0,0,4,3
Gymnogyps_californianus,0.030737705,90,0,3
Gymnomystax_mexicanus,0.001138952,1,0,2
Gymnophaps_albertisii,0,0,0,2
Gymnopithys_leucaspis,0.010362759,62,0,4
Gymnorhina_tibicen,0.01686971,1292,64,18
Gymnorhinus_cyanocephalus,0.004078201,12,0,3
Gypaetus_barbatus,0.021745032,317,0,6
Gypohierax_angolensis,0.00390625,4,0,2
Gyps_africanus,0.002604324,408,0,18
Gyps_bengalensis,0.002746238,534,0,20
Gyps_coprotheres,0.003793073,58,0,6
Gyps_fulvus,0.002601714,451,0,19
Gyps_himalayensis,0.001569475,45,0,8
Gyps_indicus,0.001560216,24,0,6
Gyps_rueppellii,0.002236329,48,0,7
Gyps_tenuirostris,0.000651042,4,0,4
Habia_fuscicauda,0.007316909,335,0,10
Habia_rubica,0.049119468,244638,0,101
Haematoderus_militaris,0,0,4,3
Haematopus_ostralegus,0.008052255,31,12,5
Haematopus_unicolor,0.002570694,1,0,2
Haematortyx_sanguiniceps,0.002624672,3,0,2
Halcyon_coromanda,0.022747157,26,0,2
Halcyon_smyrnensis,0.025663459,88,6,4
Haliaeetus_albicilla,0.071848014,208,0,3
Haliaeetus_leucogaster,0.001939864,2,0,2
Haliaeetus_pelagicus,0.000972763,1,0,2
Haliaeetus_sanfordi,0,0,0,2
Haliaeetus_vocifer,0.001939864,2,0,2
Haliastur_sphenurus,0.000969932,1,4,3
Halobaena_caerulea,0.000520028,244,0,33
Halocyptena_microsoma,0,0,0,3
Hapalopsittaca_amazonina,0.005714649,145,0,8
Hapalopsittaca_fuertesi,0.004436557,5,0,2
Hapalopsittaca_melanotis,0.012294791,117,0,5
Hapalopsittaca_pyrrhops,0.004167093,13,0,3
Haplospiza_rustica,0.015873016,20,6,4
Haplospiza_unicolor,0.00295783,27,0,5
Harpia_harpyja,0.000970874,1,4,3
Harpyhaliaetus_coronatus,0.000470067,3,0,4
Harpyhaliaetus_solitarius,0,0,0,2
Harpyopsis_novaeguineae,0.00267094,5,8,4
Heliolais_erythropterus,0.01352657,14,0,2
Heliornis_fulica,0.001749781,2,0,2
Hellmayrea_gularis,,0,6,3
Helmitheros_vermivorum,0.001810159,12,0,4
Hemignathus_kauaiensis,,0,2,2
Hemignathus_munroi,0.006329114,5,0,2
Hemignathus_parvus,0.00755287,5,0,2
Hemignathus_virens,0.010573256,30,14,5
Hemiphaga_novaeseelandiae,0.004712493,148,0,9
Hemiprocne_comata,0.032945563,108,0,3
Hemiprocne_mystacea,0.010899183,4,4,3
Hemispingus_atropileus,0,0,0,2
Hemispingus_frontalis,0.058937198,61,10,4
Hemispingus_melanotis,,0,2,2
Hemispingus_verticalis,,0,2,2
Henicorhina_leucosticta,0.04409867,43734,0,43
Herpsilochmus_atricapillus,0.016064257,16,0,2
Herpsilochmus_rufimarginatus,,0,2,2
Heterocercus_linteatus,0,0,0,4
Heteromirafra_archeri,0.002252813,11,0,4
Heteromirafra_ruddi,0.002372479,2,0,2
Heteromirafra_sidamoensis,0,0,0,2
Heteromyias_albispecularis,0.01754386,4,0,2
Heterophasia_auricularis,0.002439024,2,0,2
Heterophasia_capistrata,0.005432845,57,10,7
Heterophasia_gracilis,0.005181347,5,0,2
Heterophasia_melanoleuca,0.003389647,11,4,4
Heterophasia_picaoides,0,0,0,2
Heterophasia_pulchella,0.00270636,6,0,3
Heterospingus_rubrifrons,0.003502627,4,0,2
Heterospingus_xanthopygius,0.000961538,1,0,2
Hieraaetus_ayresii,0.000962464,2,8,4
Hieraaetus_morphnoides,0.020996695,122,0,4
Hieraaetus_pennatus,0.001783296,27,12,7
Hieraaetus_spilogaster,0.001887918,28,0,6
Hieraaetus_weiskei,0.003144654,3,0,2
Himantopus_mexicanus,0.003499563,4,0,2
Himantopus_novaezelandiae,0.006300115,11,0,4
Himatione_sanguinea,0.002534854,2,10,4
Hippolais_caligata,0.026251515,343,0,6
Hippolais_icterina,0.007550588,39,0,4
Hippolais_languida,0.000758438,2,0,3
Hippolais_olivetorum,0.002625179,14,8,5
Hippolais_opaca,0.003789253,48,36,9
Hippolais_pallida,0.007107691,177,132,17
Hippolais_polyglotta,0.006118057,16,6,4
Hippolais_rama,0.002292854,28,12,7
Hirundapus_caudacutus,,0,2,2
Hirundo_albigularis,0.002651721,8,0,3
Hirundo_angolensis,0.027027027,25,0,2
Hirundo_daurica,0.02518825,149,0,4
Hirundo_dimidiata,0.010111954,28,0,3
Hirundo_neoxena,0,0,4,3
Hirundo_nigrita,0.002740672,8,0,3
Hirundo_rupestris,0.029319372,28,0,2
Hirundo_rustica,0.006069164,53229,254,129
Hirundo_semirufa,0.05327414,48,0,2
Hirundo_smithii,0.003595829,10,0,3
Histrionicus_histrionicus,,0,2,2
Hodgsonius_phaenicuroides,0.010763209,11,0,2
Hydrobates_pelagicus,0.007655966,1258,190,24
Hydrochous_gigas,0.008748906,10,4,3
Hydrophasianus_chirurgus,,0,2,2
Hydropsalis_torquata,0.012288786,8,0,2
Hylexetastes_perrotii,0,0,0,2
Hylia_prasina,0.002017159,6,0,3
Hylocharis_xantusii,0.021645022,10,0,2
Hylocichla_mustelina,0.012042151,36,0,3
Hylopezus_auricularis,0,0,0,3
Hylopezus_berlepschi,0.018409558,42,8,5
Hylopezus_fulviventris,0,0,4,3
Hylopezus_macularius,0.025202527,448,0,10
Hylopezus_ochroleucus,0.006849315,3,4,3
Hylophilus_ochraceiceps,0.031567797,4487,0,17
Hylophylax_naevioides,0.008258002,138,0,7
Hylophylax_naevius,0.043636297,39334,0,43
Hylophylax_punctulatus,0,0,0,2
Hypargos_niveoguttatus,,0,2,2
Hypergerus_atriceps,0.007883178,22,0,3
Hypocnemis_hypoxantha,0.005376344,2,0,2
Hypocnemis_ochrogyna,0.004348363,14,24,7
Hypocnemis_striata,0.01649435,464,32,10
Hypocnemoides_maculicauda,0.057057057,57,0,2
Hypoedaleus_guttatus,0.001001001,1,0,2
Hypopyrrhus_pyrohypogaster,0,0,0,2
Hypothymis_azurea,0.008835674,119,0,6
Hypothymis_coelestis,0.008132467,16,0,3
Hypothymis_helenae,0.009947243,46,0,4
Hypsipetes_leucocephalus,0.002646665,459,0,18
Hypsipetes_mcclellandii,0.002895753,3,0,2
Icteria_virens,0.010182589,133,0,6
Icterus_abeillei,0.000810578,126,0,19
Icterus_auricapillus,,0,2,2
Icterus_bullockii,0.002900139,26,0,5
Icterus_cayanensis,0.008220666,998,0,16
Icterus_chrysater,0.009814613,9,0,2
Icterus_cucullatus,0.013452915,12,0,2
Icterus_dominicensis,0.029131325,400,0,6
Icterus_galbula,0.001941838,1007,0,34
Icterus_graceannae,0.005688282,5,0,2
Icterus_graduacauda,0,0,0,2
Icterus_gularis,0.005075618,14,0,3
Icterus_icterus,0.043378995,38,0,2
Icterus_mesomelas,0.019626314,105,0,4
Icterus_nigrogularis,0.025287356,22,0,2
Icterus_pectoralis,,0,2,2
Icterus_prosthemelas,0.000740011,2,0,3
Icterus_pustulatus,0.006535948,18,0,3
Icterus_spurius,0.002109892,127,0,12
Ictinaetus_malayensis,0,0,4,3
Ictinia_mississippiensis,0,0,6,4
Ictinia_plumbea,0.00103612,3,0,3
Ifrita_kowaldi,0.00591958,25,0,4
Illadopsis_albipectus,0.005912175,15,0,3
Illadopsis_cleaveri,0.035211268,40,4,3
Illadopsis_fulvescens,0.001057082,1,4,3
Illadopsis_puveli,0.024024191,24,2,3
Illadopsis_pyrrhoptera,0.006439008,35,0,4
Illadopsis_rufescens,0.008130081,8,0,3
Illadopsis_rufipennis,0.025925633,3930,0,18
Iodopleura_isabellae,,0,2,2
Iole_indica,0.008907977,560,0,11
Irediparra_gallinacea,,0,2,2
Irena_cyanogastra,0.031262762,316,0,7
Irena_puella,0.012591004,788,4,16
Iridosornis_analis,0,0,0,2
Iridosornis_jelskii,0.001207729,1,0,2
Iridosornis_porphyrocephalus,0.004409171,5,0,2
Ithaginis_cruentus,0.036755818,11616,0,28
Ixobrychus_cinnamomeus,0.006467131,21,0,3
Ixobrychus_eurhythmus,0.001119821,1,0,2
Ixobrychus_flavicollis,0.00372816,12,0,3
Ixobrychus_minutus,0.001716372,15,0,5
Ixobrychus_sinensis,0.00385996,35,0,5
Ixos_amaurotis,0.002601929,98,54,12
Jabiru_mycteria,0.005946482,6,0,2
Jabouilleia_danjoui,,0,2,2
Jacana_jacana,0.004275034,14,6,4
Jacana_spinosa,0.017497813,20,4,3
Junco_hyemalis,0.006083204,11,12,5
Jynx_torquilla,0.016649558,48,0,3
Kenopia_striata,0,0,0,2
Ketupa_blakistoni,0.008659855,277,0,8
Ketupa_flavipes,0.050677152,116,0,3
Ketupa_ketupu,0.082612872,86,4,3
Ketupa_zeylonensis,,0,2,2
Lagonosticta_senegala,0.074675325,69,0,2
Lagopus_lagopus,0.002204993,107,52,16
Lagopus_muta,0.001302741,1286,90,46
Lalage_leucomela,0.003003003,3,0,2
Lalage_nigra,0.02065714,850,0,9
Lampornis_amethystinus,0.00841627,39862,3648,164
Lampornis_calolaemus,0.00379298,26,8,5
Lampornis_castaneoventris,0.003153287,36,0,5
Lampornis_clemenciae,,0,2,2
Lampornis_hemileucus,0.002921414,10,0,3
Lampornis_sybillae,0.001751313,6,6,4
Lampornis_viridipallens,,0,2,2
Lamprolaima_rhami,0,0,4,3
Lamprolia_victoriae,0.026188167,27,0,2
Lampropsar_tanagrinus,0.001129944,1,0,2
Laniarius_luehderi,0.010169492,3,4,3
Laniisoma_elegans,0.023474259,61,6,4
Lanio_aurantius,0.002917579,10,0,3
Lanio_leucothorax,0.000876424,1,0,2
Lanio_versicolor,0,0,0,2
Lanius_bucephalus,0.002333042,16,0,4
Lanius_collaris,0.050809365,387,0,5
Lanius_collurio,0.014592458,545,0,9
Lanius_cristatus,0.011811024,135,0,5
Lanius_excubitor,0.011036567,4608,0,33
Lanius_isabellinus,0.001749781,20,0,5
Lanius_ludovicianus,0.0030041,234,104,17
Lanius_meridionalis,0.003037665,1516,68,35
Lanius_minor,0.005491124,32,0,4
Lanius_nubicus,0.001992032,2,0,2
Lanius_schach,0.005168112,310,0,11
Lanius_senator,0.003542176,22,0,4
Lanius_sphenocercus,0.012808165,118,0,5
Lanius_tephronotus,0.001338053,15,0,5
Lanius_tigrinus,0.004374453,5,0,2
Larus_argentatus,0.005139561,10538,746,72
Larus_armenicus,,0,2,2
Larus_atricilla,0.002924491,10,6,4
Larus_audouinii,0.003782354,10,12,5
Larus_belcheri,,0,2,2
Larus_brunnicephalus,,0,2,2
Larus_bulleri,,0,2,2
Larus_cachinnans,0.005885471,1415,542,34
Larus_californicus,0.001312336,9,8,5
Larus_canus,0.004690799,838,38,20
Larus_cirrocephalus,,0,2,2
Larus_crassirostris,0.000749906,6,16,6
Larus_delawarensis,0.001428571,3,8,4
Larus_dominicanus,0.00349127,842,84,23
Larus_fuscus,0.004191062,723,228,25
Larus_genei,0,0,4,3
Larus_glaucescens,0.002397042,10,30,8
Larus_glaucoides,0.001686579,5,12,5
Larus_hartlaubii,,0,2,2
Larus_heermanni,0.000823817,34926,574,288
Larus_hemprichii,,0,2,2
Larus_hyperboreus,0.004425405,1058,46,24
Larus_ichthyaetus,,0,2,2
Larus_maculipennis,,0,2,2
Larus_marinus,0.003718703,384,180,21
Larus_melanocephalus,0.002401537,5,8,4
Larus_michahellis,0.002147925,252,60,17
Larus_minutus,0.003499563,4,4,3
Larus_modestus,0,0,4,3
Larus_novaehollandiae,0.005741627,6,4,3
Larus_occidentalis,0.000374953,18,98,14
Larus_pacificus,,0,2,2
Larus_philadelphia,,0,2,2
Larus_pipixcan,0.00468247,16,6,4
Larus_relictus,0.002176622,7,6,4
Larus_ridibundus,0.007955055,25,6,4
Larus_saundersi,0.006999125,8,4,3
Larus_schistisagus,0.00082021,15,24,8
Larus_serranus,,0,2,2
Larus_thayeri,0.001499813,36,48,10
Lathrotriccus_euleri,0.004374453,5,0,2
Latoucheornis_siemsseni,0.00378531,12,6,4
Leiothrix_argentauris,0.005905926,64,8,6
Leipoa_ocellata,0.001252445,10,0,5
Lepidocolaptes_affinis,0.006261302,5991,0,45
Lepidocolaptes_albolineatus,0.006795017,6,4,3
Lepidocolaptes_angustirostris,0.002641262,89,124,15
Lepidocolaptes_lacrymiger,0,0,14,8
Lepidocolaptes_leucogaster,0.00431155,22,0,4
Lepidocolaptes_souleyetii,0.017612398,565,18,10
Lepidocolaptes_squamatus,,0,2,2
Lepidothrix_coronata,0.031942853,134995,11936,154
Lepidothrix_iris,0.001923115,943,0,32
Lepidothrix_nattereri,0.004319742,10939,576,76
Lepidothrix_serena,0,0,6,4
Lepidothrix_vilasboasi,0.002253458,101,0,10
Leptasthenura_aegithaloides,0,0,0,2
Leptopoecile_elegans,0,0,0,2
Leptopoecile_sophiae,0.004828981,25,0,4
Leptopogon_amaurocephalus,0.003088857,559,0,20
Leptoptilos_crumeniferus,0.028884462,29,0,2
Leptotila_cassini,0.000956938,1,0,2
Leptotila_megalura,0,0,0,2
Leptotila_rufaxilla,0.05645933,59,0,2
Leptotila_verreauxi,0.025395772,554,0,7
Lerwa_lerwa,0.046614872,42,0,2
Leucophaeus_scoresbii,0,0,4,3
Leucopternis_albicollis,0.01706723,1540,0,14
Leucopternis_kuhli,0.004688226,72,0,6
Leucopternis_lacernulatus,0.001970443,2,0,2
Leucopternis_melanops,0.01483141,429,0,8
Leucopternis_occidentalis,0,0,0,9
Leucopternis_plumbeus,0.001320147,4,0,3
Leucopternis_polionotus,0.001316222,4,0,3
Leucopternis_princeps,0,0,0,3
Leucopternis_schistaceus,0.019680938,100,0,4
Leucopternis_semiplumbeus,0.001940631,12,0,4
Leucosarcia_melanoleuca,0.002970297,3,0,2
Leucosticte_arctoa,0.017316017,16,0,2
Leucosticte_brandti,0.000806127,2,0,3
Leucosticte_nemoricola,0.042594016,115,0,3
Leucosticte_tephrocotis,0.001298715,970,0,40
Lewinia_mirifica,0,0,6,4
Lewinia_muelleri,0.000560538,14,0,8
Lewinia_pectoralis,0.002192327,88,20,11
Lichenostomus_leucotis,0.016622922,19,0,2
Lichenostomus_penicillatus,0.015598418,50,0,3
Lichmera_indistincta,,0,2,2
Limicola_falcinellus,0,0,0,2
Limnodromus_scolopaceus,0.13961039,129,0,2
Limnothlypis_swainsonii,0.001754386,2,0,2
Limosa_fedoa,0,0,0,2
Limosa_haemastica,0.00287977,8,0,3
Limosa_lapponica,0.001962709,12,0,4
